IMAGE_NAME,CLASS_INDEX,WNID
training_04441.jpg,104,n03626760
training_04442.jpg,175,n09475044
training_04443.jpg,5,n01900150
training_04444.jpg,193,n12024690
training_04445.jpg,39,n02880940
training_04446.jpg,111,n03773035
training_04447.jpg,45,n02946348
training_04448.jpg,128,n04052757
training_04449.jpg,48,n02977438
training_04450.jpg,159,n04477387
training_04451.jpg,4,n01674464
training_04452.jpg,123,n03915118
training_04453.jpg,45,n02946348
training_04454.jpg,75,n03231368
training_04455.jpg,46,n02958343
training_04456.jpg,153,n04334599
training_04457.jpg,196,n14698884
training_04458.jpg,97,n03490119
training_04459.jpg,189,n10674713
training_04460.jpg,5,n01900150
training_04461.jpg,41,n02900705
training_04462.jpg,196,n14698884
training_04463.jpg,145,n04254009
training_04464.jpg,99,n03513137
training_04465.jpg,118,n03871724
training_04466.jpg,131,n04096066
training_04467.jpg,34,n02818832
training_04468.jpg,158,n04467307
training_04469.jpg,6,n02088839
training_04470.jpg,14,n02109811
training_04471.jpg,14,n02109811
training_04472.jpg,86,n03326948
training_04473.jpg,111,n03773035
training_04474.jpg,200,n15019030
training_04475.jpg,124,n03918737
training_04476.jpg,39,n02880940
training_04477.jpg,23,n02124313
training_04478.jpg,53,n03050546
training_04479.jpg,140,n04208936
training_04480.jpg,87,n03337383
training_04481.jpg,22,n02123917
training_04482.jpg,171,n09247410
training_04483.jpg,24,n02124484
training_04484.jpg,189,n10674713
training_04485.jpg,165,n04589325
training_04486.jpg,19,n02122430
training_04487.jpg,192,n11675025
training_04488.jpg,172,n09251407
training_04489.jpg,84,n03307792
training_04490.jpg,32,n02807616
training_04491.jpg,125,n03963198
training_04492.jpg,157,n04402449
training_04493.jpg,185,n10034614
training_04494.jpg,33,n02814774
training_04495.jpg,1,n00007846
training_04496.jpg,4,n01674464
training_04497.jpg,141,n04210120
training_04498.jpg,37,n02871439
training_04499.jpg,60,n03063968
training_04500.jpg,136,n04148054
training_04501.jpg,26,n02330245
training_04502.jpg,25,n02159955
training_04503.jpg,42,n02912557
training_04504.jpg,154,n04355511
training_04505.jpg,187,n10421016
training_04506.jpg,76,n03237340
training_04507.jpg,38,n02879087
training_04508.jpg,127,n04018667
training_04509.jpg,132,n04114844
training_04510.jpg,187,n10421016
training_04511.jpg,41,n02900705
training_04512.jpg,121,n03906997
training_04513.jpg,112,n03790512
training_04514.jpg,129,n04061681
training_04515.jpg,77,n03241335
training_04516.jpg,2,n01322604
training_04517.jpg,197,n14844693
training_04518.jpg,156,n04380346
training_04519.jpg,100,n03531281
training_04520.jpg,45,n02946348
training_04521.jpg,46,n02958343
training_04522.jpg,31,n02780704
training_04523.jpg,163,n04560113
training_04524.jpg,150,n04289027
training_04525.jpg,27,n02355227
training_04526.jpg,142,n04215402
training_04527.jpg,193,n12024690
training_04528.jpg,68,n03179910
training_04529.jpg,8,n02090475
training_04530.jpg,150,n04289027
training_04531.jpg,111,n03773035
training_04532.jpg,136,n04148054
training_04533.jpg,183,n09918554
training_04534.jpg,131,n04096066
training_04535.jpg,33,n02814774
training_04536.jpg,108,n03649674
training_04537.jpg,5,n01900150
training_04538.jpg,194,n12102133
training_04539.jpg,72,n03207835
training_04540.jpg,130,n04086446
training_04541.jpg,50,n02992795
training_04542.jpg,56,n03058107
training_04543.jpg,92,n03378005
training_04544.jpg,162,n04559451
training_04545.jpg,93,n03378174
training_04546.jpg,165,n04589325
training_04547.jpg,124,n03918737
training_04548.jpg,150,n04289027
training_04549.jpg,55,n03057920
training_04550.jpg,96,n03438661
training_04551.jpg,100,n03531281
training_04552.jpg,42,n02912557
training_04553.jpg,61,n03066849
training_04554.jpg,125,n03963198
training_04555.jpg,123,n03915118
training_04556.jpg,77,n03241335
training_04557.jpg,74,n03222516
training_04558.jpg,61,n03066849
training_04559.jpg,17,n02112826
training_04560.jpg,35,n02834778
training_04561.jpg,118,n03871724
training_04562.jpg,177,n09618957
training_04563.jpg,193,n12024690
training_04564.jpg,62,n03079230
training_04565.jpg,166,n04595028
training_04566.jpg,63,n03085219
training_04567.jpg,67,n03150232
training_04568.jpg,85,n03316105
training_04569.jpg,157,n04402449
training_04570.jpg,52,n03005285
training_04571.jpg,31,n02780704
training_04572.jpg,180,n09793141
training_04573.jpg,121,n03906997
training_04574.jpg,8,n02090475
training_04575.jpg,163,n04560113
training_04576.jpg,167,n04603729
training_04577.jpg,131,n04096066
training_04578.jpg,70,n03201035
training_04579.jpg,5,n01900150
training_04580.jpg,164,n04560292
training_04581.jpg,102,n03610524
training_04582.jpg,124,n03918737
training_04583.jpg,99,n03513137
training_04584.jpg,82,n03302671
training_04585.jpg,177,n09618957
training_04586.jpg,5,n01900150
training_04587.jpg,52,n03005285
training_04588.jpg,10,n02104882
training_04589.jpg,91,n03361380
training_04590.jpg,107,n03643737
training_04591.jpg,160,n04490091
training_04592.jpg,13,n02108672
training_04593.jpg,7,n02089232
training_04594.jpg,194,n12102133
training_04595.jpg,8,n02090475
training_04596.jpg,49,n02978753
training_04597.jpg,65,n03119396
training_04598.jpg,166,n04595028
training_04599.jpg,2,n01322604
training_04600.jpg,188,n10514429
training_04601.jpg,44,n02933649
training_04602.jpg,9,n02090827
training_04603.jpg,71,n03201776
training_04604.jpg,91,n03361380
training_04605.jpg,153,n04334599
training_04606.jpg,68,n03179910
training_04607.jpg,78,n03273913
training_04608.jpg,3,n01503061
training_04609.jpg,61,n03066849
training_04610.jpg,70,n03201035
training_04611.jpg,44,n02933649
training_04612.jpg,117,n03862676
training_04613.jpg,200,n15019030
training_04614.jpg,145,n04254009
training_04615.jpg,141,n04210120
training_04616.jpg,44,n02933649
training_04617.jpg,45,n02946348
training_04618.jpg,129,n04061681
training_04619.jpg,175,n09475044
training_04620.jpg,12,n02108254
training_04621.jpg,163,n04560113
training_04622.jpg,134,n04136161
training_04623.jpg,50,n02992795
training_04624.jpg,103,n03620967
training_04625.jpg,82,n03302671
training_04626.jpg,170,n08505018
training_04627.jpg,161,n04555400
training_04628.jpg,86,n03326948
training_04629.jpg,194,n12102133
training_04630.jpg,37,n02871439
training_04631.jpg,121,n03906997
training_04632.jpg,193,n12024690
training_04633.jpg,10,n02104882
training_04634.jpg,10,n02104882
training_04635.jpg,54,n03050655
training_04636.jpg,17,n02112826
training_04637.jpg,103,n03620967
training_04638.jpg,182,n09858165
training_04639.jpg,186,n10282672
training_04640.jpg,150,n04289027
training_04641.jpg,115,n03842012
training_04642.jpg,70,n03201035
training_04643.jpg,121,n03906997
training_04644.jpg,34,n02818832
training_04645.jpg,55,n03057920
training_04646.jpg,78,n03273913
training_04647.jpg,128,n04052757
training_04648.jpg,169,n07805594
training_04649.jpg,84,n03307792
training_04650.jpg,81,n03300216
training_04651.jpg,180,n09793141
training_04652.jpg,176,n09475925
training_04653.jpg,57,n03059685
training_04654.jpg,160,n04490091
training_04655.jpg,78,n03273913
training_04656.jpg,122,n03908204
training_04657.jpg,45,n02946348
training_04658.jpg,41,n02900705
training_04659.jpg,40,n02886321
training_04660.jpg,52,n03005285
training_04661.jpg,113,n03797896
training_04662.jpg,83,n03307037
training_04663.jpg,146,n04256520
training_04664.jpg,143,n04225987
training_04665.jpg,53,n03050546
training_04666.jpg,77,n03241335
training_04667.jpg,125,n03963198
training_04668.jpg,31,n02780704
training_04669.jpg,93,n03378174
training_04670.jpg,97,n03490119
training_04671.jpg,58,n03063073
training_04672.jpg,200,n15019030
training_04673.jpg,126,n04009801
training_04674.jpg,20,n02122948
training_04675.jpg,154,n04355511
training_04676.jpg,48,n02977438
training_04677.jpg,57,n03059685
training_04678.jpg,91,n03361380
training_04679.jpg,157,n04402449
training_04680.jpg,8,n02090475
training_04681.jpg,18,n02113335
training_04682.jpg,199,n14976759
training_04683.jpg,113,n03797896
training_04684.jpg,127,n04018667
training_04685.jpg,195,n14696793
training_04686.jpg,166,n04595028
training_04687.jpg,43,n02924116
training_04688.jpg,50,n02992795
training_04689.jpg,147,n04275175
training_04690.jpg,62,n03079230
training_04691.jpg,196,n14698884
training_04692.jpg,91,n03361380
training_04693.jpg,117,n03862676
training_04694.jpg,83,n03307037
training_04695.jpg,46,n02958343
training_04696.jpg,168,n06596474
training_04697.jpg,31,n02780704
training_04698.jpg,81,n03300216
training_04699.jpg,67,n03150232
training_04700.jpg,59,n03063338
training_04701.jpg,106,n03636649
training_04702.jpg,31,n02780704
training_04703.jpg,172,n09251407
training_04704.jpg,41,n02900705
training_04705.jpg,39,n02880940
training_04706.jpg,186,n10282672
training_04707.jpg,24,n02124484
training_04708.jpg,193,n12024690
training_04709.jpg,159,n04477387
training_04710.jpg,188,n10514429
training_04711.jpg,186,n10282672
training_04712.jpg,85,n03316105
training_04713.jpg,200,n15019030
training_04714.jpg,32,n02807616
training_04715.jpg,104,n03626760
training_04716.jpg,129,n04061681
training_04717.jpg,153,n04334599
training_04718.jpg,192,n11675025
training_04719.jpg,8,n02090475
training_04720.jpg,31,n02780704
training_04721.jpg,174,n09438940
training_04722.jpg,126,n04009801
training_04723.jpg,101,n03544360
training_04724.jpg,190,n11508382
training_04725.jpg,108,n03649674
training_04726.jpg,47,n02963302
training_04727.jpg,11,n02106966
training_04728.jpg,8,n02090475
training_04729.jpg,195,n14696793
training_04730.jpg,89,n03345837
training_04731.jpg,162,n04559451
training_04732.jpg,87,n03337383
training_04733.jpg,29,n02738535
training_04734.jpg,62,n03079230
training_04735.jpg,95,n03408444
training_04736.jpg,163,n04560113
training_04737.jpg,183,n09918554
training_04738.jpg,163,n04560113
training_04739.jpg,17,n02112826
training_04740.jpg,113,n03797896
training_04741.jpg,123,n03915118
training_04742.jpg,119,n03886762
training_04743.jpg,136,n04148054
training_04744.jpg,157,n04402449
training_04745.jpg,192,n11675025
training_04746.jpg,148,n04284002
training_04747.jpg,135,n04143897
training_04748.jpg,22,n02123917
training_04749.jpg,89,n03345837
training_04750.jpg,80,n03294833
training_04751.jpg,82,n03302671
training_04752.jpg,76,n03237340
training_04753.jpg,68,n03179910
training_04754.jpg,178,n09632518
training_04755.jpg,194,n12102133
training_04756.jpg,164,n04560292
training_04757.jpg,125,n03963198
training_04758.jpg,184,n09951616
training_04759.jpg,181,n09805324
training_04760.jpg,80,n03294833
training_04761.jpg,148,n04284002
training_04762.jpg,1,n00007846
training_04763.jpg,152,n04330340
training_04764.jpg,64,n03089879
training_04765.jpg,105,n03629231
training_04766.jpg,161,n04555400
training_04767.jpg,182,n09858165
training_04768.jpg,192,n11675025
training_04769.jpg,141,n04210120
training_04770.jpg,5,n01900150
training_04771.jpg,128,n04052757
training_04772.jpg,78,n03273913
training_04773.jpg,11,n02106966
training_04774.jpg,69,n03193597
training_04775.jpg,99,n03513137
training_04776.jpg,90,n03359436
training_04777.jpg,103,n03620967
training_04778.jpg,162,n04559451
training_04779.jpg,88,n03343737
training_04780.jpg,63,n03085219
training_04781.jpg,102,n03610524
training_04782.jpg,163,n04560113
training_04783.jpg,52,n03005285
training_04784.jpg,51,n03002096
training_04785.jpg,82,n03302671
training_04786.jpg,52,n03005285
training_04787.jpg,127,n04018667
training_04788.jpg,18,n02113335
training_04789.jpg,136,n04148054
training_04790.jpg,35,n02834778
training_04791.jpg,38,n02879087
training_04792.jpg,94,n03404149
training_04793.jpg,187,n10421016
training_04794.jpg,149,n04284438
training_04795.jpg,195,n14696793
training_04796.jpg,190,n11508382
training_04797.jpg,62,n03079230
training_04798.jpg,76,n03237340
training_04799.jpg,7,n02089232
training_04800.jpg,61,n03066849
training_04801.jpg,44,n02933649
training_04802.jpg,171,n09247410
training_04803.jpg,13,n02108672
training_04804.jpg,63,n03085219
training_04805.jpg,117,n03862676
training_04806.jpg,1,n00007846
training_04807.jpg,175,n09475044
training_04808.jpg,63,n03085219
training_04809.jpg,112,n03790512
training_04810.jpg,41,n02900705
training_04811.jpg,21,n02123242
training_04812.jpg,116,n03842156
training_04813.jpg,49,n02978753
training_04814.jpg,106,n03636649
training_04815.jpg,155,n04370048
training_04816.jpg,123,n03915118
training_04817.jpg,22,n02123917
training_04818.jpg,11,n02106966
training_04819.jpg,11,n02106966
training_04820.jpg,57,n03059685
training_04821.jpg,79,n03281145
training_04822.jpg,44,n02933649
training_04823.jpg,182,n09858165
training_04824.jpg,106,n03636649
training_04825.jpg,45,n02946348
training_04826.jpg,179,n09785659
training_04827.jpg,165,n04589325
training_04828.jpg,35,n02834778
training_04829.jpg,105,n03629231
training_04830.jpg,200,n15019030
training_04831.jpg,14,n02109811
training_04832.jpg,49,n02978753
training_04833.jpg,186,n10282672
training_04834.jpg,81,n03300216
training_04835.jpg,163,n04560113
training_04836.jpg,19,n02122430
training_04837.jpg,139,n04185529
training_04838.jpg,156,n04380346
training_04839.jpg,61,n03066849
training_04840.jpg,150,n04289027
training_04841.jpg,22,n02123917
training_04842.jpg,61,n03066849
training_04843.jpg,156,n04380346
training_04844.jpg,78,n03273913
training_04845.jpg,93,n03378174
training_04846.jpg,34,n02818832
training_04847.jpg,114,n03841666
training_04848.jpg,81,n03300216
training_04849.jpg,24,n02124484
training_04850.jpg,72,n03207835
training_04851.jpg,162,n04559451
training_04852.jpg,6,n02088839
training_04853.jpg,21,n02123242
training_04854.jpg,122,n03908204
training_04855.jpg,68,n03179910
training_04856.jpg,190,n11508382
training_04857.jpg,56,n03058107
training_04858.jpg,88,n03343737
training_04859.jpg,62,n03079230
training_04860.jpg,197,n14844693
training_04861.jpg,45,n02946348
training_04862.jpg,113,n03797896
training_04863.jpg,107,n03643737
training_04864.jpg,67,n03150232
training_04865.jpg,197,n14844693
training_04866.jpg,188,n10514429
training_04867.jpg,78,n03273913
training_04868.jpg,150,n04289027
training_04869.jpg,185,n10034614
training_04870.jpg,43,n02924116
training_04871.jpg,30,n02739550
training_04872.jpg,163,n04560113
training_04873.jpg,69,n03193597
training_04874.jpg,193,n12024690
training_04875.jpg,156,n04380346
training_04876.jpg,75,n03231368
training_04877.jpg,45,n02946348
training_04878.jpg,2,n01322604
training_04879.jpg,48,n02977438
training_04880.jpg,149,n04284438
training_04881.jpg,178,n09632518
training_04882.jpg,43,n02924116
training_04883.jpg,197,n14844693
training_04884.jpg,35,n02834778
training_04885.jpg,100,n03531281
training_04886.jpg,114,n03841666
training_04887.jpg,25,n02159955
training_04888.jpg,194,n12102133
training_04889.jpg,85,n03316105
training_04890.jpg,35,n02834778
training_04891.jpg,187,n10421016
training_04892.jpg,61,n03066849
training_04893.jpg,108,n03649674
training_04894.jpg,169,n07805594
training_04895.jpg,89,n03345837
training_04896.jpg,75,n03231368
training_04897.jpg,169,n07805594
training_04898.jpg,63,n03085219
training_04899.jpg,127,n04018667
training_04900.jpg,123,n03915118
training_04901.jpg,119,n03886762
training_04902.jpg,109,n03717447
training_04903.jpg,25,n02159955
training_04904.jpg,132,n04114844
training_04905.jpg,154,n04355511
training_04906.jpg,187,n10421016
training_04907.jpg,28,n02686379
training_04908.jpg,181,n09805324
training_04909.jpg,22,n02123917
training_04910.jpg,61,n03066849
training_04911.jpg,27,n02355227
training_04912.jpg,82,n03302671
training_04913.jpg,166,n04595028
training_04914.jpg,31,n02780704
training_04915.jpg,189,n10674713
training_04916.jpg,188,n10514429
training_04917.jpg,13,n02108672
training_04918.jpg,168,n06596474
training_04919.jpg,133,n04118021
training_04920.jpg,144,n04230808
training_04921.jpg,182,n09858165
training_04922.jpg,34,n02818832
training_04923.jpg,16,n02112497
training_04924.jpg,114,n03841666
training_04925.jpg,12,n02108254
training_04926.jpg,2,n01322604
training_04927.jpg,135,n04143897
training_04928.jpg,9,n02090827
training_04929.jpg,111,n03773035
training_04930.jpg,81,n03300216
training_04931.jpg,58,n03063073
training_04932.jpg,112,n03790512
training_04933.jpg,28,n02686379
training_04934.jpg,45,n02946348
training_04935.jpg,39,n02880940
training_04936.jpg,96,n03438661
training_04937.jpg,137,n04166281
training_04938.jpg,137,n04166281
training_04939.jpg,95,n03408444
training_04940.jpg,27,n02355227
training_04941.jpg,56,n03058107
training_04942.jpg,64,n03089879
training_04943.jpg,70,n03201035
training_04944.jpg,197,n14844693
training_04945.jpg,49,n02978753
training_04946.jpg,96,n03438661
training_04947.jpg,33,n02814774
training_04948.jpg,117,n03862676
training_04949.jpg,200,n15019030
training_04950.jpg,21,n02123242
training_04951.jpg,172,n09251407
training_04952.jpg,21,n02123242
training_04953.jpg,134,n04136161
training_04954.jpg,6,n02088839
training_04955.jpg,162,n04559451
training_04956.jpg,48,n02977438
training_04957.jpg,181,n09805324
training_04958.jpg,44,n02933649
training_04959.jpg,170,n08505018
training_04960.jpg,37,n02871439
training_04961.jpg,152,n04330340
training_04962.jpg,7,n02089232
training_04963.jpg,191,n11669786
training_04964.jpg,29,n02738535
training_04965.jpg,120,n03904183
training_04966.jpg,171,n09247410
training_04967.jpg,135,n04143897
training_04968.jpg,126,n04009801
training_04969.jpg,161,n04555400
training_04970.jpg,11,n02106966
training_04971.jpg,103,n03620967
training_04972.jpg,118,n03871724
training_04973.jpg,8,n02090475
training_04974.jpg,43,n02924116
training_04975.jpg,76,n03237340
training_04976.jpg,26,n02330245
training_04977.jpg,82,n03302671
training_04978.jpg,116,n03842156
training_04979.jpg,189,n10674713
training_04980.jpg,16,n02112497
training_04981.jpg,120,n03904183
training_04982.jpg,107,n03643737
training_04983.jpg,164,n04560292
training_04984.jpg,82,n03302671
training_04985.jpg,22,n02123917
training_04986.jpg,104,n03626760
training_04987.jpg,74,n03222516
training_04988.jpg,80,n03294833
training_04989.jpg,119,n03886762
training_04990.jpg,67,n03150232
training_04991.jpg,94,n03404149
training_04992.jpg,136,n04148054
training_04993.jpg,9,n02090827
training_04994.jpg,67,n03150232
training_04995.jpg,1,n00007846
training_04996.jpg,6,n02088839
training_04997.jpg,160,n04490091
training_04998.jpg,151,n04326896
training_04999.jpg,105,n03629231
training_05000.jpg,177,n09618957
training_05001.jpg,140,n04208936
training_05002.jpg,35,n02834778
training_05003.jpg,61,n03066849
training_05004.jpg,118,n03871724
training_05005.jpg,27,n02355227
training_05006.jpg,127,n04018667
training_05007.jpg,92,n03378005
training_05008.jpg,26,n02330245
training_05009.jpg,67,n03150232
training_05010.jpg,151,n04326896
training_05011.jpg,76,n03237340
training_05012.jpg,40,n02886321
training_05013.jpg,82,n03302671
training_05014.jpg,154,n04355511
training_05015.jpg,84,n03307792
training_05016.jpg,6,n02088839
training_05017.jpg,65,n03119396
training_05018.jpg,56,n03058107
training_05019.jpg,65,n03119396
training_05020.jpg,176,n09475925
training_05021.jpg,23,n02124313
training_05022.jpg,187,n10421016
training_05023.jpg,135,n04143897
training_05024.jpg,183,n09918554
training_05025.jpg,22,n02123917
training_05026.jpg,124,n03918737
training_05027.jpg,145,n04254009
training_05028.jpg,134,n04136161
training_05029.jpg,60,n03063968
training_05030.jpg,78,n03273913
training_05031.jpg,188,n10514429
training_05032.jpg,7,n02089232
training_05033.jpg,74,n03222516
training_05034.jpg,139,n04185529
training_05035.jpg,51,n03002096
training_05036.jpg,166,n04595028
training_05037.jpg,157,n04402449
training_05038.jpg,66,n03147509
training_05039.jpg,47,n02963302
training_05040.jpg,164,n04560292
training_05041.jpg,45,n02946348
training_05042.jpg,72,n03207835
training_05043.jpg,175,n09475044
training_05044.jpg,118,n03871724
training_05045.jpg,33,n02814774
training_05046.jpg,150,n04289027
training_05047.jpg,8,n02090475
training_05048.jpg,106,n03636649
training_05049.jpg,94,n03404149
training_05050.jpg,155,n04370048
training_05051.jpg,6,n02088839
training_05052.jpg,149,n04284438
training_05053.jpg,69,n03193597
training_05054.jpg,191,n11669786
training_05055.jpg,149,n04284438
training_05056.jpg,81,n03300216
training_05057.jpg,72,n03207835
training_05058.jpg,126,n04009801
training_05059.jpg,192,n11675025
training_05060.jpg,83,n03307037
training_05061.jpg,9,n02090827
training_05062.jpg,98,n03497657
training_05063.jpg,59,n03063338
training_05064.jpg,141,n04210120
training_05065.jpg,195,n14696793
training_05066.jpg,165,n04589325
training_05067.jpg,120,n03904183
training_05068.jpg,75,n03231368
training_05069.jpg,23,n02124313
training_05070.jpg,169,n07805594
training_05071.jpg,157,n04402449
training_05072.jpg,196,n14698884
training_05073.jpg,154,n04355511
training_05074.jpg,13,n02108672
training_05075.jpg,150,n04289027
training_05076.jpg,177,n09618957
training_05077.jpg,6,n02088839
training_05078.jpg,129,n04061681
training_05079.jpg,22,n02123917
training_05080.jpg,86,n03326948
training_05081.jpg,133,n04118021
training_05082.jpg,171,n09247410
training_05083.jpg,87,n03337383
training_05084.jpg,159,n04477387
training_05085.jpg,98,n03497657
training_05086.jpg,124,n03918737
training_05087.jpg,96,n03438661
training_05088.jpg,124,n03918737
training_05089.jpg,139,n04185529
training_05090.jpg,95,n03408444
training_05091.jpg,3,n01503061
training_05092.jpg,47,n02963302
training_05093.jpg,137,n04166281
training_05094.jpg,164,n04560292
training_05095.jpg,48,n02977438
training_05096.jpg,104,n03626760
training_05097.jpg,132,n04114844
training_05098.jpg,49,n02978753
training_05099.jpg,129,n04061681
training_05100.jpg,135,n04143897
training_05101.jpg,140,n04208936
training_05102.jpg,139,n04185529
training_05103.jpg,110,n03719343
training_05104.jpg,74,n03222516
training_05105.jpg,118,n03871724
training_05106.jpg,36,n02870526
training_05107.jpg,136,n04148054
training_05108.jpg,160,n04490091
training_05109.jpg,53,n03050546
training_05110.jpg,82,n03302671
training_05111.jpg,124,n03918737
training_05112.jpg,133,n04118021
training_05113.jpg,63,n03085219
training_05114.jpg,4,n01674464
training_05115.jpg,87,n03337383
training_05116.jpg,108,n03649674
training_05117.jpg,27,n02355227
training_05118.jpg,63,n03085219
training_05119.jpg,7,n02089232
training_05120.jpg,126,n04009801
training_05121.jpg,162,n04559451
training_05122.jpg,194,n12102133
training_05123.jpg,111,n03773035
training_05124.jpg,164,n04560292
training_05125.jpg,199,n14976759
training_05126.jpg,70,n03201035
training_05127.jpg,41,n02900705
training_05128.jpg,105,n03629231
training_05129.jpg,25,n02159955
training_05130.jpg,200,n15019030
training_05131.jpg,145,n04254009
training_05132.jpg,107,n03643737
training_05133.jpg,68,n03179910
training_05134.jpg,14,n02109811
training_05135.jpg,174,n09438940
training_05136.jpg,67,n03150232
training_05137.jpg,80,n03294833
training_05138.jpg,114,n03841666
training_05139.jpg,150,n04289027
training_05140.jpg,89,n03345837
training_05141.jpg,112,n03790512
training_05142.jpg,174,n09438940
training_05143.jpg,66,n03147509
training_05144.jpg,44,n02933649
training_05145.jpg,44,n02933649
training_05146.jpg,35,n02834778
training_05147.jpg,135,n04143897
training_05148.jpg,56,n03058107
training_05149.jpg,112,n03790512
training_05150.jpg,57,n03059685
training_05151.jpg,175,n09475044
training_05152.jpg,142,n04215402
training_05153.jpg,184,n09951616
training_05154.jpg,75,n03231368
training_05155.jpg,49,n02978753
training_05156.jpg,190,n11508382
training_05157.jpg,169,n07805594
training_05158.jpg,135,n04143897
training_05159.jpg,175,n09475044
training_05160.jpg,136,n04148054
training_05161.jpg,173,n09436708
training_05162.jpg,158,n04467307
training_05163.jpg,189,n10674713
training_05164.jpg,121,n03906997
training_05165.jpg,162,n04559451
training_05166.jpg,88,n03343737
training_05167.jpg,24,n02124484
training_05168.jpg,55,n03057920
training_05169.jpg,172,n09251407
training_05170.jpg,42,n02912557
training_05171.jpg,142,n04215402
training_05172.jpg,68,n03179910
training_05173.jpg,143,n04225987
training_05174.jpg,97,n03490119
training_05175.jpg,191,n11669786
training_05176.jpg,128,n04052757
training_05177.jpg,184,n09951616
training_05178.jpg,200,n15019030
training_05179.jpg,45,n02946348
training_05180.jpg,195,n14696793
training_05181.jpg,64,n03089879
training_05182.jpg,149,n04284438
training_05183.jpg,40,n02886321
training_05184.jpg,82,n03302671
training_05185.jpg,26,n02330245
training_05186.jpg,98,n03497657
training_05187.jpg,131,n04096066
training_05188.jpg,115,n03842012
training_05189.jpg,34,n02818832
training_05190.jpg,142,n04215402
training_05191.jpg,59,n03063338
training_05192.jpg,39,n02880940
training_05193.jpg,104,n03626760
training_05194.jpg,96,n03438661
training_05195.jpg,49,n02978753
training_05196.jpg,100,n03531281
training_05197.jpg,180,n09793141
training_05198.jpg,168,n06596474
training_05199.jpg,83,n03307037
training_05200.jpg,163,n04560113
training_05201.jpg,88,n03343737
training_05202.jpg,8,n02090475
training_05203.jpg,110,n03719343
training_05204.jpg,173,n09436708
training_05205.jpg,150,n04289027
training_05206.jpg,163,n04560113
training_05207.jpg,3,n01503061
training_05208.jpg,186,n10282672
training_05209.jpg,101,n03544360
training_05210.jpg,112,n03790512
training_05211.jpg,74,n03222516
training_05212.jpg,197,n14844693
training_05213.jpg,154,n04355511
training_05214.jpg,30,n02739550
training_05215.jpg,160,n04490091
training_05216.jpg,70,n03201035
training_05217.jpg,117,n03862676
training_05218.jpg,145,n04254009
training_05219.jpg,109,n03717447
training_05220.jpg,6,n02088839
training_05221.jpg,132,n04114844
training_05222.jpg,88,n03343737
training_05223.jpg,30,n02739550
training_05224.jpg,63,n03085219
training_05225.jpg,197,n14844693
training_05226.jpg,118,n03871724
training_05227.jpg,178,n09632518
training_05228.jpg,130,n04086446
training_05229.jpg,97,n03490119
training_05230.jpg,29,n02738535
training_05231.jpg,113,n03797896
training_05232.jpg,45,n02946348
training_05233.jpg,173,n09436708
training_05234.jpg,127,n04018667
training_05235.jpg,99,n03513137
training_05236.jpg,82,n03302671
training_05237.jpg,31,n02780704
training_05238.jpg,87,n03337383
training_05239.jpg,13,n02108672
training_05240.jpg,68,n03179910
training_05241.jpg,28,n02686379
training_05242.jpg,72,n03207835
training_05243.jpg,2,n01322604
training_05244.jpg,157,n04402449
training_05245.jpg,45,n02946348
training_05246.jpg,137,n04166281
training_05247.jpg,80,n03294833
training_05248.jpg,19,n02122430
training_05249.jpg,94,n03404149
training_05250.jpg,84,n03307792
training_05251.jpg,67,n03150232
training_05252.jpg,79,n03281145
training_05253.jpg,140,n04208936
training_05254.jpg,3,n01503061
training_05255.jpg,97,n03490119
training_05256.jpg,101,n03544360
training_05257.jpg,141,n04210120
training_05258.jpg,179,n09785659
training_05259.jpg,29,n02738535
training_05260.jpg,11,n02106966
training_05261.jpg,23,n02124313
training_05262.jpg,140,n04208936
training_05263.jpg,27,n02355227
training_05264.jpg,185,n10034614
training_05265.jpg,113,n03797896
training_05266.jpg,183,n09918554
training_05267.jpg,186,n10282672
training_05268.jpg,121,n03906997
training_05269.jpg,111,n03773035
training_05270.jpg,91,n03361380
training_05271.jpg,68,n03179910
training_05272.jpg,45,n02946348
training_05273.jpg,188,n10514429
training_05274.jpg,119,n03886762
training_05275.jpg,24,n02124484
training_05276.jpg,128,n04052757
training_05277.jpg,116,n03842156
training_05278.jpg,116,n03842156
training_05279.jpg,19,n02122430
training_05280.jpg,142,n04215402
training_05281.jpg,58,n03063073
training_05282.jpg,29,n02738535
training_05283.jpg,174,n09438940
training_05284.jpg,4,n01674464
training_05285.jpg,117,n03862676
training_05286.jpg,40,n02886321
training_05287.jpg,181,n09805324
training_05288.jpg,179,n09785659
training_05289.jpg,87,n03337383
training_05290.jpg,192,n11675025
training_05291.jpg,72,n03207835
training_05292.jpg,137,n04166281
training_05293.jpg,177,n09618957
training_05294.jpg,132,n04114844
training_05295.jpg,93,n03378174
training_05296.jpg,89,n03345837
training_05297.jpg,196,n14698884
training_05298.jpg,90,n03359436
training_05299.jpg,138,n04168199
training_05300.jpg,191,n11669786
training_05301.jpg,19,n02122430
training_05302.jpg,74,n03222516
training_05303.jpg,131,n04096066
training_05304.jpg,34,n02818832
training_05305.jpg,120,n03904183
training_05306.jpg,199,n14976759
training_05307.jpg,69,n03193597
training_05308.jpg,46,n02958343
training_05309.jpg,38,n02879087
training_05310.jpg,85,n03316105
training_05311.jpg,164,n04560292
training_05312.jpg,140,n04208936
training_05313.jpg,79,n03281145
